Day,Time,Magnitude,Latitude,Longitude,Depth
865,20:58:28,7.6,-4.15,152.52,30.0
866,13:24:29,5.6,29.6,130.85,20.0
867,4:33:31,4.7,28.07,103.53,10.0
867,6:8:17,3.5,24.34,99.98,10.0
867,9:23:57,5.6,-5.32,152.51,40.0
868,0:22:17,5.7,12.65,-87.88,80.0
869,3:49:34,3.7,39.62,75.74,22.0
869,6:24:48,5.1,45.3,124.75,10.0
869,6:37:46,5.8,-4.61,152.98,20.0
869,9:51:26,5.4,-9.52,108.61,20.0
869,15:53:31,3.6,38.87,74.79,7.0
870,9:23:27,6.2,-21.57,169.78,10.0
871,15:34:0,3.7,44.01,94.28,6.0
873,8:39:32,5.4,13.8,93.01,20.0
873,9:37:24,4.0,23.96,121.67,20.0
874,4:41:27,4.1,23.73,122.16,18.0
874,14:12:49,4.5,24.02,121.57,15.0
874,16:45:18,6.0,51.39,-178.3,30.0
874,23:2:20,5.5,-21.75,169.72,20.0
876,4:15:58,5.2,-27.9,-66.65,150.0
876,18:1:20,3.6,32.91,85.54,7.0
876,18:31:9,5.5,-18.95,169.05,140.0
877,9:44:54,4.3,30.34,87.7,8.0
877,10:9:25,4.2,30.3,87.7,8.0
877,15:41:12,7.8,-5.85,-75.18,100.0
878,9:56:17,5.2,-21.08,-178.7,570.0
878,17:25:21,5.2,-8.21,158.6,120.0
878,17:52:21,5.6,59.04,-152.5,50.0
879,7:29:34,5.6,-56.4,-27.7,130.0
881,10:26:49,5.1,-21.5,131.9,10.0
881,17:3:32,6.5,13.25,-89.29,80.0
881,23:38:0,5.9,-21.67,-176.25,180.0
882,8:36:40,3.8,34.44,83.03,7.0
882,18:12:31,6.0,6.28,126.61,80.0
882,23:53:18,4.2,22.89,120.58,27.0
883,0:1:31,4.2,36.9,75.8,6.0
883,12:26:19,5.0,40.49,20.62,10.0
884,11:3:10,5.1,0.63,98.51,50.0
884,18:36:32,5.9,-21.21,-174.02,10.0
885,1:47:11,4.0,45.38,124.81,12.0
885,14:4:36,5.5,0.35,97.72,20.0
886,12:39:16,6.4,29.05,139.35,430.0
886,17:46:16,5.8,22.82,121.75,9.0
887,15:26:55,4.1,28.11,103.63,8.0
888,0:19:42,5.5,-27.41,-70.14,80.0
888,3:27:18,3.8,23.78,121.74,20.0
888,4:41:48,5.5,6.5,124.25,470.0
888,20:45:45,3.7,33.28,83.56,6.0
890,5:47:4,3.8,42.23,80.47,5.0
893,0:59:16,5.5,-6.71,131.93,20.0
893,1:14:53,5.5,17.33,147.71,30.0
893,21:56:7,3.7,37.35,96.56,11.0
896,8:19:11,6.2,-30.04,-72.14,10.0
896,11:53:13,5.2,-21.17,-173.87,10.0
896,15:50:53,5.3,13.53,145.35,40.0
897,4:10:52,5.6,-5.86,130.75,120.0
897,23:47:24,3.6,30.58,82.92,5.0
898,5:56:9,6.2,-21.15,-173.95,10.0
898,6:55:0,7.2,-30.8,-178.1,20.0
898,13:17:15,6.2,-30.97,-178.06,30.0
898,20:51:13,3.6,33.33,103.75,7.0
899,4:58:23,5.7,-31.69,-177.85,30.0
899,13:43:29,5.4,-8.9,123.0,100.0
899,14:2:4,5.9,-30.85,-177.6,20.0
899,22:55:43,6.0,28.34,104.9,16.0
899,23:9:1,3.6,28.39,104.84,10.0
899,23:36:1,5.1,28.43,104.77,16.0
900,0:29:7,4.1,28.39,104.85,10.0
900,0:37:55,4.2,28.39,104.87,10.0
900,0:39:11,3.8,28.39,104.92,11.0
900,2:57:25,3.8,23.37,118.55,13.0
900,5:3:25,4.5,28.38,104.87,14.0
900,5:4:3,3.9,28.41,104.79,9.0
900,5:49:14,3.8,28.4,104.81,11.0
900,7:34:33,5.3,28.37,104.89,17.0
900,8:14:52,3.7,28.39,104.8,10.0
900,14:38:35,3.7,28.43,104.75,10.0
900,21:22:21,6.5,38.56,139.52,20.0
901,0:5:17,5.8,-31.2,-177.54,30.0
901,15:1:42,6.4,-30.7,-177.8,20.0
902,1:24:51,6.3,-2.1,138.5,10.0
902,7:14:59,5.8,-12.55,166.21,20.0
902,9:23:26,5.5,-33.63,-68.76,150.0
902,15:32:56,5.6,-17.65,-173.74,60.0
902,22:1:16,3.7,28.41,104.75,9.0
903,15:9:55,3.6,28.43,104.78,8.0
903,16:37:17,6.2,-30.84,-177.43,20.0
904,20:30:26,3.6,28.37,104.83,8.0
904,22:29:56,5.4,28.43,104.77,10.0
905,8:28:17,4.6,28.39,104.82,14.0
905,11:53:3,5.6,40.31,-124.25,10.0
906,7:34:58,3.8,28.37,104.83,9.0
906,9:5:26,6.1,-2.77,138.66,20.0
906,9:23:15,4.1,28.44,104.8,10.0
906,10:53:38,7.3,-6.36,129.24,210.0
906,12:47:7,5.5,-2.63,138.49,20.0
906,19:34:8,5.9,-30.81,-177.41,10.0
906,21:24:21,4.7,24.98,101.67,10.0
907,14:1:49,5.7,-48.01,99.65,10.0
907,17:5:41,6.1,56.18,164.34,10.0
908,10:18:8,6.4,56.2,164.16,10.0
908,11:18:15,5.5,-9.48,157.71,10.0
908,13:23:49,5.9,8.45,-82.84,20.0
909,16:1:19,3.9,28.21,104.93,14.0
909,19:4:57,6.3,-30.32,-179.21,20.0
910,23:51:30,6.4,19.85,144.45,430.0
911,21:20:19,4.0,33.6,82.69,6.0
912,3:44:11,4.8,22.43,122.31,30.0
914,0:59:26,5.7,9.31,124.31,550.0
914,1:13:29,5.9,-15.49,167.51,100.0
915,3:51:47,5.5,-43.66,123.85,10.0
915,11:45:28,5.7,-22.12,-179.56,590.0
915,12:26:53,4.8,28.4,104.85,10.0
916,10:17:58,5.6,28.41,104.74,8.0
916,12:30:45,6.2,51.26,-130.45,10.0
916,23:13:53,4.2,35.97,87.1,8.0
917,1:33:48,6.4,35.71,-117.51,10.0
917,19:7:54,5.4,35.72,-117.53,10.0
917,20:58:28,5.5,51.21,-130.55,10.0
918,3:59:14,5.1,-6.07,130.92,100.0
918,11:20:0,6.9,35.75,-117.58,10.0
918,19:8:15,5.6,-20.91,170.01,100.0
918,22:35:5,3.6,32.52,93.57,10.0
919,23:8:39,6.8,0.48,126.21,50.0
